-3.99,-17.54,8.57 
-7.99,-12.85,9.58 
-6.20,-12.47,5.88 
-0.42,-15.66,2.62 
2.79,-19.11,3.18 
2.59,-22.79,7.56 
0.82,-19.92,14.57 
4.47,-18.58,18.86 
13.19,-23.13,13.18 
15.68,-26.27,8.45 
13.93,-29.74,8.57 
11.20,-30.67,12.20 
8.07,-27.01,16.39 
9.23,-23.31,15.64 
16.32,-22.52,11.14 
23.61,-26.04,8.13 
27.77,-29.54,10.42 
23.19,-29.02,18.05 
13.57,-23.65,26.01 
8.52,-17.83,23.40 
10.00,-14.94,15.84 
17.57,-18.24,9.52 
24.71,-22.24,11.75 
27.34,-22.90,17.85 
26.01,-19.65,23.62 
26.91,-19.71,19.32 
26.61,-20.39,12.48 
26.68,-21.92,9.47 
24.33,-20.97,14.25 
28.90,-15.37,19.82 
34.44,-14.52,19.70 
37.37,-19.36,17.95 
30.04,-21.39,17.04 
25.14,-18.82,17.79 
18.09,-12.15,19.81 
27.25,-10.15,16.13 
33.92,-13.52,10.46 
38.38,-18.68,7.50 
40.04,-21.68,11.62 
39.11,-17.07,18.40 
32.81,-10.70,21.38 
27.64,-6.85,18.98 
19.89,-5.62,11.59 
13.66,-4.67,8.27 
13.75,-7.07,10.63 
20.76,-6.84,16.20 
26.67,-7.78,17.62 
26.68,-9.26,14.72 
27.42,-8.96,11.90 
29.51,-5.17,11.27 
26.07,1.56,10.17 
20.64,3.82,6.30 
12.53,0.02,1.09 
8.97,-5.22,-0.50 
13.02,-6.35,1.52 
27.14,-0.33,5.62 
36.22,-0.79,7.11 
29.95,-1.37,5.53 
14.64,0.45,2.16 
-1.38,1.39,-1.29 
-10.58,0.26,-2.83 
-11.50,-0.73,-1.96 
-8.48,2.09,1.32 
-9.42,4.70,6.80 
-15.65,9.19,11.23 
-17.52,12.92,11.62 
-27.61,16.72,7.07 
-49.29,17.68,-0.28 
-66.13,16.81,-0.41 
-59.79,15.82,4.78 
-39.29,11.77,9.84 
-21.58,9.74,10.31 
-14.13,10.90,7.52 
-16.95,11.28,4.98 
-24.77,10.11,3.07 
-28.52,9.42,0.88 
-23.71,5.88,0.91 
-12.46,-0.24,3.46 
-4.89,-3.30,8.42 
-2.29,-0.85,11.70 
-4.86,6.28,13.69 
-9.30,10.60,14.54 
-15.68,12.32,14.37 
-22.92,12.92,13.33 
-27.18,9.38,13.27 
-27.23,6.37,15.20 
-22.37,3.76,16.34 
-14.84,1.67,17.35 
-8.14,1.97,18.17 
-5.35,1.27,17.59 
-4.00,0.37,15.72 
-3.32,1.59,14.72 
-4.28,0.80,12.75 
-7.18,-3.55,10.78 
-3.59,-8.44,9.72 
-0.26,-10.38,9.41 
3.77,-10.90,9.47 
12.44,-10.72,10.94 
16.22,-14.06,6.31 
16.36,-14.93,-0.34 
18.97,-19.46,-13.70 
39.37,-40.73,-26.50 
59.29,-66.01,-29.38 
84.29,-100.79,-26.21 
95.45,-128.46,-19.69 
131.42,-101.68,-44.82 
155.78,-101.36,-40.45 
126.79,-85.69,-42.41 
86.09,-58.20,-37.38 
45.31,-72.09,-32.60 
17.77,-51.20,-32.79 
-18.03,-30.53,-38.99 
-59.18,-6.68,-52.39 
-95.04,20.22,-65.34 
-119.41,41.47,-81.11 
-131.81,58.35,-88.67 
-136.00,72.29,-93.08 
-139.36,93.21,-102.44 
-142.40,95.06,-100.71 
-143.91,102.29,-101.55 
-139.21,109.64,-97.66 
-122.60,114.35,-90.25 
-98.46,105.51,-82.76 
-67.97,92.49,-74.99 
-41.68,85.19,-65.78 
-24.28,82.28,-55.06 
-17.29,75.30,-50.10 
-7.90,77.03,-47.44 
3.23,68.66,-46.59 
16.42,53.65,-43.43 
25.02,36.32,-46.15 
21.98,30.45,-46.31 
19.66,25.18,-43.32 
22.09,25.44,-35.80 
22.38,17.68,-29.06 
20.32,11.30,-17.17 
24.85,8.87,-7.87 
35.83,6.81,-1.23 
40.29,2.58,-0.93 
32.19,1.18,-0.82 
14.21,2.20,5.29 
-9.65,2.11,10.57 
-28.51,7.82,14.85 
-38.54,17.77,15.37 
-42.05,27.24,12.07 
-47.13,31.35,14.45 
-47.24,18.87,30.60 
-30.74,7.22,47.24 
-9.55,1.62,52.71 
-10.49,6.60,50.11 
-37.27,24.26,46.27 
-57.55,30.40,43.03 
-48.13,26.54,37.06 
-24.03,17.03,30.45 
-7.18,9.03,26.02 
-0.86,4.70,22.91 
4.85,4.80,22.65 
6.97,4.38,24.59 
-14.08,4.87,27.90 
-32.63,8.26,31.14 
-35.09,11.99,30.69 
-19.67,5.03,29.11 
-11.45,-4.68,27.79 
-16.58,-2.96,26.59 
-39.68,7.03,25.50 
-57.90,16.63,22.31 
-46.42,17.48,19.85 
-21.74,7.85,20.60 
-10.72,-1.34,22.83 
-16.60,0.51,25.55 
-32.66,11.15,25.09 
-41.87,17.42,22.40 
-45.64,15.76,22.04 
-42.75,7.38,24.82 
-36.22,1.79,25.62 
-33.85,0.48,27.47 
-34.05,1.15,28.49 
-33.65,4.35,29.23 
-30.45,8.81,30.11 
-26.03,5.85,29.66 
-16.52,-0.07,30.16 
-11.52,-1.88,30.17 
-14.08,-1.55,31.27 
-19.03,-1.14,31.95 
-22.78,-0.41,31.56 
-21.64,-0.15,31.82 
-17.07,0.87,32.62 
-16.86,0.72,32.65 
-16.17,0.92,33.27 
-16.36,-0.36,33.98 
-19.70,-0.33,34.05 
-21.96,-1.74,34.25 
-15.30,-0.09,29.82 
-5.12,-2.90,25.43 
6.41,-7.26,24.74 
14.15,-9.83,26.33 
9.93,-10.72,28.25 
3.22,-10.18,28.78 
-1.30,-7.66,29.33 
-5.04,-6.62,31.72 
-10.97,-5.11,33.24 
-14.42,-2.01,31.55 
-16.34,0.29,28.51 
-12.74,2.28,24.11 
3.72,1.50,21.79 
26.65,-4.58,23.06 
43.20,-13.84,27.09 
50.48,-19.62,30.71 
56.39,-19.89,36.51 
56.41,-20.70,41.17 
42.81,-17.01,45.29 
29.89,-9.69,44.53 
22.65,-8.50,40.94 
19.57,-6.94,37.78 
12.67,-7.49,30.56 
8.32,-9.25,22.91 
1.11,-4.59,19.87 
-5.90,-0.64,18.19 
-19.19,6.84,6.94 
-39.29,16.58,-7.70 
-51.68,27.73,-20.27 
-61.79,27.90,-19.52 
-50.20,21.47,-15.25 
-17.29,16.77,-7.83 
5.34,20.75,-2.36 
-3.42,18.72,-3.61 
-14.65,15.47,-2.85 
-19.21,1.35,3.14 
-35.19,-3.20,14.11 
-57.04,5.87,13.58 
-83.70,21.85,3.96 
-79.50,28.51,-7.14 
-54.84,20.58,-12.96 
-20.37,10.23,-12.05 
-3.27,-0.75,-10.71 
3.28,-0.50,-13.37 
1.68,2.61,-16.02 
-0.49,3.94,-15.75 
-1.65,4.16,-13.86 
-5.33,4.78,-11.58 
-17.53,8.96,-7.93 
-38.54,14.46,-6.91 
-54.80,20.19,-10.47 
-57.87,25.28,-17.38 
-45.42,24.03,-19.84 
-31.70,18.31,-18.68 
-22.89,11.62,-18.10 
-15.85,8.46,-15.15 
-5.09,6.69,-10.89 
0.18,6.75,-7.49 
-1.13,6.11,-5.05 
-6.65,4.52,-2.79 
-7.73,2.19,-1.44 
-5.38,0.98,-0.34 
-4.80,1.83,-0.39 
-6.94,5.85,-1.60 
4.44,5.13,-1.55 
24.90,-6.13,-0.63 
36.59,-12.94,2.98 
32.15,-8.61,10.20 
6.50,-3.68,13.64 
1.08,-1.71,7.01 
15.61,-1.84,-0.77 
28.33,-11.31,0.98 
23.52,-11.86,7.20 
10.21,-5.19,9.30 
-4.26,3.36,7.73 
-5.29,1.21,4.13 
-3.23,-4.13,2.60 
-1.18,-6.55,3.26 
-5.56,-3.40,5.23 
-2.94,-2.87,4.92 
6.09,-7.78,3.38 
14.52,-15.45,4.20 
14.77,-21.07,7.29 
8.68,-22.52,9.07 
5.77,-20.85,9.69 
3.19,-15.28,8.88 
1.29,-9.69,6.83 
8.00,-10.81,6.45 
15.51,-18.97,8.31 
12.55,-21.25,9.26 
4.22,-17.43,9.75 
-1.23,-9.30,8.82 
0.91,-8.75,7.56 
8.71,-14.44,4.86 
17.45,-22.23,1.72 
21.92,-25.34,2.74 
20.90,-24.94,6.17 
7.86,-17.46,10.68 
-7.67,-4.04,14.60 
-6.25,4.16,13.98 
-3.38,0.83,8.88 
-5.70,-6.27,3.01 
-10.16,-2.61,5.11 
-16.95,4.78,9.81 
-20.65,10.86,11.11 
-9.84,2.87,6.97 
-3.23,-2.46,5.82 
-8.19,0.17,10.04 
-23.44,8.84,14.20 
-40.37,20.48,14.59 
-42.75,24.67,14.02 
-34.77,19.48,10.33 
-31.00,13.56,4.85 
-27.93,12.05,3.47 
-21.88,13.48,3.38 
-19.84,12.57,3.30 
-19.07,11.12,3.04 
-18.29,9.33,0.71 
-22.63,9.32,-4.31 
-11.67,5.90,-9.02 
1.49,3.62,-8.42 
2.58,4.84,-6.71 
-2.45,5.41,-7.75 
-5.33,8.41,-9.43 
0.81,12.02,-10.30 
13.31,11.47,-12.48 
23.13,11.71,-15.64 
33.16,8.11,-16.60 
39.75,4.81,-9.32 
32.90,6.20,-0.50 
19.20,12.55,3.44 
14.81,12.02,-6.56 
12.47,-0.44,-12.56 
17.10,-9.22,-6.39 
6.45,-1.57,5.64 
-18.78,15.22,9.66 
-16.49,16.67,4.39 
-9.42,12.45,-2.79 
-8.61,9.27,-8.63 
-10.08,8.99,-11.14 
-5.50,3.58,-14.01 
7.06,-5.95,-12.88 
12.30,-9.46,-9.55 
6.58,-2.49,-10.18 
5.25,3.19,-11.75 
17.86,-5.68,-8.67 
15.69,-10.75,-4.50 
-7.65,-5.55,2.04 
-35.07,9.13,2.74 
-37.30,13.71,-0.24 
-25.33,9.59,-2.86 
-16.54,2.84,-1.87 
-19.38,3.15,-1.66 
-17.58,7.09,-2.86 
5.93,4.20,-1.46 
26.99,0.16,3.35 
27.14,2.16,4.33 
11.75,5.77,-0.50 
3.05,8.20,-3.69 
5.05,9.71,-2.42 
9.75,12.32,-3.38 
17.17,13.71,-6.80 
21.84,12.67,-7.90 
20.15,13.06,-5.38 
11.71,14.03,-4.65 
4.45,14.43,-7.43 
4.90,12.67,-9.76 
6.82,12.54,-8.16 
2.62,14.25,-3.73 
-5.12,16.48,-2.28 
-13.62,16.54,-4.39 
-13.04,15.13,-6.60 
-9.97,13.35,-7.11 
-4.20,10.06,-4.59 
-0.98,6.77,-1.28 
-1.19,5.56,-1.08 
2.45,4.86,-3.58 
10.99,0.60,-3.72 
13.92,-1.33,-1.23 
10.76,-1.39,1.38 
6.16,-1.07,1.52 
3.05,-1.33,0.77 
3.17,-0.53,-0.05 
-4.20,1.28,-1.67 
-6.32,1.83,-1.14 
-3.33,0.60,0.57 
4.44,-2.96,4.27 
2.90,-2.41,4.20 
-3.99,2.20,-0.25 
-3.42,0.98,-1.73 
2.33,-2.21,2.54 
1.46,-1.19,4.37 
-1.18,0.98,1.26 
-1.19,1.56,-1.89 
4.41,0.55,-0.74 
9.45,0.95,0.45 
8.56,1.24,0.07 
8.48,-0.88,1.03 
4.15,-2.21,3.55 
1.42,0.98,4.05 
-3.38,3.51,0.71 
1.05,1.74,-0.76 
7.72,-1.34,0.33 
10.47,-3.66,3.50 
5.95,-1.88,4.27 
1.05,1.03,2.20 
0.61,2.17,1.23 
1.97,1.06,1.32 
2.62,0.14,2.27 
0.38,0.28,2.54 
0.91,-0.17,1.72 
4.50,-1.28,0.85 
6.67,-2.85,0.88 
3.61,-2.24,2.04 
-0.92,-0.24,3.58 
-2.66,0.52,3.81 
-1.23,0.45,2.45 
0.27,-1.31,1.87 
-0.07,-3.75,3.04 
-3.29,-3.74,4.68 
-6.43,-1.37,4.54 
-2.31,-2.96,3.20 
5.75,-8.58,2.66 
9.13,-14.50,4.45 
7.83,-15.40,6.75 
2.27,-12.04,7.23 
0.81,-9.77,6.48 
